id,tenant_id,user_id,agent_id,model,token_type,quantity,created_at
2e8f62ca-c57f-4a0e-a65a-16a8395060e6,643a7646-75dd-46cb-ae0d-eae13834b7e2,f98bf758-9a6c-45ad-8af8-d6338019c4f3,f4f22713-d36c-4936-af8c-dae60da3a8f8,gpt-4o-mini,rerank,1098,2025-10-23T04:37:20+05:30
09069d24-2a0f-488f-a81c-0d826d557a24,523cf902-b8c5-430b-a60e-f803579c16c0,724d36f7-b198-4e68-9e55-f60c9df0315c,fa90ddcc-1db4-4d5e-b7b0-e7de9e41d2e9,gpt-4.1,embedding,4051,2025-09-18T05:54:04+05:30
d4192f9e-2367-4b68-9072-e6095a78c593,80492d7c-c236-4f5a-94cc-78dfcc79bf79,f281140c-838f-42e5-9430-d6b404e5c0ef,a33d5a87-33cb-4db5-a1d9-52965c9b5c35,gpt-4.1,rerank,11687,2026-01-18T09:31:36+05:30
41cdf17b-4150-4bb5-897f-03fd36fabb56,c6eff2b8-1096-4368-8ef5-89e47dbd2ed9,16488bbd-8a26-4484-b176-247a719e8cb7,f55c86c9-26fe-477e-93b5-84d080e98c8e,gpt-4.1-mini,embedding,6349,2026-06-21T14:02:18+05:30
12e0374f-9a24-415b-ba8c-47a4dcc22b0b,66507a2a-07d4-4ad2-9432-3f8a87c1a2f7,21a98afc-2f47-4b9f-b594-d8d6889c6d52,cbb8f3a7-5138-4e42-97c7-f0bca0ee94ed,o4-mini,rerank,11131,2026-05-19T05:32:13+05:30
03f817ce-1bc0-4f54-b248-558023530b7d,87c88b6e-5952-4fcf-9b45-23fac6d11508,b61594fc-0264-4559-aaa7-0a6fe25554ef,f355cf4c-1cbd-49d5-bc3c-2fa26df92203,gpt-4.1-mini,rerank,858,2025-07-19T07:31:09+05:30
ff397b90-3a09-473d-8004-14a2a944cfcb,1b2b1641-fc80-4800-9b28-6678604cf361,09521549-97c7-4ac2-8ce4-d18416e218d0,c4282c60-6815-4e25-895c-b275bfb64a1c,gpt-4.1,prompt,8173,2025-10-05T13:22:16+05:30
dbebf90a-1b6a-47be-a3f6-deb8fff64549,b639cb44-087d-49f5-af7c-70196e6ba700,1ca8dedd-421d-4370-beab-31cca818a3ac,40019952-4f93-445b-822e-48ad8f45e12d,claude-3.5-sonnet,rerank,10609,2026-04-16T07:45:26+05:30
648eba24-ddc6-4cf1-90ca-61fe346282e4,de238e7e-472d-422b-92fe-1fe0ec0478b1,ddece1d7-b9cf-4e74-960b-0dd73567756f,b682e589-ee04-4880-bc2d-74c07bdb38be,gpt-4o-mini,completion,10544,2025-12-19T07:02:38+05:30
0988a352-2039-4f8f-b1b0-b3450cac65fe,65a403ff-76eb-4b51-9e61-5cc04f0366a0,26c82756-fb22-4652-9d03-fbbb420d9706,77d1611a-1719-4fdd-b290-bef7c2cb6d80,gpt-4.1,completion,7793,2026-03-20T07:11:10+05:30
a1589ff7-4100-47b8-992a-e01e72b5f9f3,93ce73e7-b35d-40f5-9303-b40f7c6f1d3f,d72bb4f0-a107-41d8-bfd8-111cb733c531,56f134ac-b926-4274-94e8-b9f4646cca02,claude-3.5-sonnet,rerank,9305,2026-03-25T01:50:58+05:30
ac890f47-e161-4a90-b1d7-2453deb74421,9e0f9230-68a4-41d8-b363-9edc10aa2645,ffc1c3da-3cd1-4caa-a501-19836b6c7341,0aaba29b-b60f-43fd-8f62-88e46a976fce,claude-3.5-sonnet,prompt,14423,2026-05-24T05:01:41+05:30
5aa52bf5-dff6-4687-a9c6-88780edbd075,5456d921-a49a-4b0b-81fa-98701f09c85e,33793915-8c87-4395-ba1b-d89bcec3eba9,52156505-a1d3-468f-961d-81aac32f51b7,gpt-4.1-mini,embedding,4984,2025-07-28T06:34:33+05:30
ad9ab947-c2e9-4f6e-9e7f-521ca7df89de,7ec88aa0-0baf-4cbb-afb0-3aa749839ef7,10b983e9-e9ff-4de5-8768-e30e6f993a77,f61b1780-7e3e-4a00-bd4d-5fd43cab3032,claude-3.5-sonnet,rerank,7627,2026-05-27T07:33:00+05:30
d9d7d711-b346-4a0c-ac73-abc2c6243914,9c9d7179-fcad-445c-a9ae-bc92070cc84c,c9e135c0-5cbf-46c3-af90-0a005455c85e,b5f7dca9-9d03-439b-a928-4e98e56aa975,claude-3.5-sonnet,completion,9850,2025-11-03T22:50:18+05:30
4bcb2038-a8b9-4be9-8887-94a8a51d7004,6d9418bd-205c-4430-99b5-bb63111752b7,db6a038a-a361-4051-8d69-dbeb4a728303,07610748-7dbc-4c82-a4bf-76ecd2396b7c,o4-mini,rerank,4049,2026-02-24T03:42:03+05:30
797f1976-93e9-4e8e-8e94-ae6cd6cfd8d4,162eeb76-d754-4e03-8f34-70aa3323e9c7,91be7d8f-48af-4527-a818-1de2c8f59be6,92ffadc0-950f-4c57-a054-1402d61de393,o4-mini,rerank,7251,2026-03-14T08:01:22+05:30
c0f35c04-485f-49c1-a046-39d4dd0020d4,921aa965-88d3-49ac-a18c-2ccdfc148653,b403cc6c-e243-49ba-8cae-cfb2942b7929,b7a9715a-3e4a-4dfb-a498-bb5f3d83bb6a,gpt-4.1-mini,rerank,15019,2026-06-19T07:23:46+05:30
a63e7bb3-7b87-44a4-bde7-c4dc1280259f,a749a223-1642-4749-ba20-f4bcaa932f61,8405c5cf-ab27-4b3e-b3c6-cc7bc4348f93,4c7eb660-8d7d-4b8f-ab2e-6d166ffd7e68,gpt-4o-mini,prompt,4299,2026-03-31T06:07:17+05:30
f409a7e8-9055-45c1-831f-2cfe0d34cb24,1e334908-7f75-4f62-a413-cb7d5d703d7d,a4b21914-8e7d-4937-aa40-810daa5d89c5,9b8ef2d0-f81d-4d1c-aeea-b18e6744758d,gpt-4o-mini,embedding,3274,2025-08-04T09:16:39+05:30
438309c6-65f9-4d18-b477-7cfa6413d96a,167d2337-11e3-4129-894d-cda45cb1f0c7,368df8e1-54a2-44fc-a5a1-c619041713a2,4c7b5c39-74b2-459d-8fed-d237b919a815,claude-3.5-sonnet,completion,4915,2026-01-25T05:55:26+05:30
69712611-0dbf-4448-a9e7-d70853504c9c,9b05ff36-eea2-4961-aa29-f40404bee3dd,2645c4cf-727c-43e0-9f32-db21ed12bde8,488aefc8-8376-49ae-a579-49e6c0523f22,gpt-4o-mini,prompt,12773,2026-02-18T08:46:12+05:30
0f8838fe-1502-4603-90b1-a854781d8834,55e26b68-e16f-4637-aabb-970839fedab4,70f433c6-2db9-4231-bb20-642126047a48,b4d2e1f3-dcb1-47e5-b128-33c81c9a281e,gpt-4.1-mini,completion,6399,2025-07-30T02:03:02+05:30
880b004b-05f3-4251-b8a6-e9317b4bb072,6ac6293d-c2f4-4e6b-bed5-cdc3c439f3fb,a5c0b278-a8ae-4c15-87dd-7881c73a293c,3e25cd5c-4bb2-4a01-8133-6dfb305cb60f,claude-3.5-sonnet,prompt,7218,2026-03-09T10:40:54+05:30
4687b258-6207-4146-86f5-5eea281e7e70,ef8ebafc-c541-4671-9d8f-f6d362679de1,a3f63f74-c993-487e-98e9-578b51881eff,9bff7560-4c08-4d8b-b675-5718354bfe59,gpt-4.1-mini,completion,14346,2026-01-20T07:55:24+05:30
7c43a919-fe8b-4f52-8417-a1367c75e49d,f373df8d-f080-43e7-97b8-5907915cf23c,5d9f916d-6008-4561-9b64-3f5a81fd2813,470a6395-d4a3-40f2-8a1a-7f68035732d6,o4-mini,embedding,3002,2026-02-24T11:32:45+05:30
c3609964-73e2-4a44-b512-f42e9341671a,79efe2b4-42da-498f-8032-20d4554c8873,350b22c9-c2ce-4a3d-aa61-4e5a58a48550,5b0841ca-ec38-41fa-994f-1c571dc4f086,o4-mini,prompt,3742,2026-03-26T05:57:33+05:30
3a942933-6077-493e-9627-2fbe4b3d665d,48172688-7d35-4fc9-8d06-ce48be321310,a64117ac-ae0d-45ae-b408-8db622515627,6b746eee-32eb-4d3e-9fbc-2099b5132822,gpt-4.1-mini,embedding,14262,2026-06-15T11:15:44+05:30
a1d206ed-843e-47a7-aa8b-dea503f6e61e,b889dbde-4879-4222-afb6-111cfe007563,92f649a3-03ec-4ada-bf85-80b0c058ddc4,25133626-c824-4c34-9a79-6e0b1eac5d36,o4-mini,rerank,3343,2026-02-12T13:34:19+05:30
5e31d8ed-a015-43dc-aabc-db6a49c36310,0928f530-d045-488c-8315-db795d678bea,517611b7-c2d4-42ec-b980-53d30beb6e3c,046f5e4e-4774-46d5-86a8-d5f51bf263c9,gpt-4o-mini,completion,11040,2026-05-13T22:30:33+05:30
9e46107d-cb6b-4525-bd77-66b78e971a14,300e792d-fa50-4ea3-8710-3a6322e6af8d,0a8c6ac3-0667-469e-863d-706bf099f2b4,6a4939da-1560-41df-ad94-7cc6c7320eed,o4-mini,rerank,14383,2025-10-28T07:02:25+05:30
936033fd-dbe6-484a-a3c1-402b02010302,3a47c81e-89de-4d3a-901a-377f2c73d1c3,d6f59832-ffbc-4ceb-b567-fdba701b1d0b,c0349a65-f636-4dae-81ee-483564d3832f,o4-mini,prompt,1310,2025-07-11T04:48:53+05:30
8969c384-8971-4410-8dcc-4b6bb7eeeb4b,8ee1108e-de07-4780-8ec4-4a25fa1b6b73,aaab33c4-ca07-4143-b849-98d5afb795db,09dee816-907e-4474-a898-421f97480aba,gpt-4o-mini,rerank,14440,2025-08-18T23:14:39+05:30
96937e19-9ba6-464c-9838-deba8b37c645,6b61308f-969a-423a-87d2-712546f27b10,3881d081-4bca-4ea4-aa26-64f5ddd70c26,7aedd526-6a5b-45cb-bfd3-c2772260774c,claude-3.5-sonnet,rerank,14583,2025-07-10T04:07:11+05:30
d7cf44d5-cd6b-4263-971d-6c80222c4e9d,56affab3-14ef-4182-86c2-dc2ab8620a52,6c14fa95-6021-476b-be48-af99f365989a,e1fbae51-17ad-4040-aa77-67055f451bef,claude-3.5-sonnet,rerank,7552,2026-03-12T10:26:16+05:30
dd10ee18-56be-4924-ba66-db68042dec72,03b3df90-a2cf-4e5f-9392-c88f608ba24c,ef413c57-c3f4-4dd9-8b9d-250c0f04c43e,ead1b599-1c0f-4610-8f34-473e056b8713,o4-mini,prompt,13254,2025-12-01T19:00:38+05:30
ae39c685-d9f2-41d8-8a40-cbb0475d88ea,d6f183f0-8a15-4c18-9936-4e5d390af923,02555faf-51ea-48dd-84d8-d682a470a56a,8b23f465-822b-431e-9275-a4cbf696791b,gpt-4.1,completion,11301,2025-09-21T11:30:36+05:30
980a9387-2aa3-442e-9bb2-611070ba25ae,fa128d8a-747f-4b07-a8e0-62a715ddb09c,2eb22b86-46a1-43bd-8883-0c7c340f113a,4aeaa2d7-deec-43f3-b016-c43f46f5dbe6,gpt-4o-mini,completion,14621,2026-03-01T12:22:45+05:30
c18e99a2-0686-4bdc-b36c-9047d3a34e16,09590a7d-ab49-4419-b9fe-fd7c154882ed,b95a55f2-80a8-47be-9e96-18e5c096ba83,92e5e335-8ccf-4c0b-902b-e2639bf3ca65,claude-3.5-sonnet,completion,13710,2025-08-12T11:13:02+05:30
7a99cde0-3a3f-49ff-ba75-68b1dd97deb7,e53aa67a-973d-4141-86c3-df23166a7668,ab7d72df-989c-4391-984a-a938c58b3193,235eaca7-9c09-4706-a6e7-fe7d939c520b,claude-3.5-sonnet,completion,5691,2026-03-31T04:38:16+05:30
c30420e7-6d69-4069-845d-9d91b74ce686,67b8a90b-4c85-43d9-92f9-e83472f06e45,3655d7df-4740-4962-b8f2-34b5c29a6a4a,63a09f3a-8a2f-443a-b30f-fb698277cff7,gpt-4o-mini,prompt,4176,2025-06-24T11:09:51+05:30
eafbdbb5-0999-40b3-b69e-a07a52e15a6b,6e5eba1c-0831-4a12-b4f2-e0a784be9853,455acdea-516a-41ee-aeb7-32fb2f56e3c7,6109e022-4be4-4c5a-b66f-9601f3f1a83e,o4-mini,rerank,13592,2025-08-17T11:05:12+05:30
ad54f13a-8770-4642-93f0-b7add1a2ec1a,17790823-0087-4bdc-a5ea-59956a36d071,ec0430c1-62fe-4c8b-b2d9-25dde78a1825,c4bd001e-e51a-456c-9c5c-40f2ccdf4ec2,gpt-4o-mini,rerank,3581,2026-02-15T03:38:32+05:30
5f854400-04a4-409f-ae46-0ad5a58dfb45,a6843f48-558b-48a6-81ac-b0e17944278a,cf3c5f6a-88ef-488a-b213-390f584eca44,966409af-d111-4f94-af41-eb2b1f6f5e6d,o4-mini,rerank,12342,2025-12-29T08:46:00+05:30
42f0b403-5cf6-462b-ba08-ec93ca92b9e2,4b977099-9222-4159-810b-2f076ad2cca0,2071ae83-4be3-46c3-af19-b7b562c7bcbb,dbdc2743-7e08-479b-8139-aff1648d3482,gpt-4.1,prompt,9860,2026-01-20T18:15:51+05:30
a3962fbe-7bb7-4522-af25-eba54ff26127,2eeedf59-57eb-4deb-8041-c06ccbc29081,a1a204a6-996c-4fe5-bc23-c74886c604d7,f7ee7c9a-0f9f-4cb1-a732-e23ccb24c478,claude-3.5-sonnet,embedding,599,2025-07-24T08:30:14+05:30
62c76206-9d9b-42cc-b974-1b33df14a270,90b65c17-8294-470e-a917-7bd7a68210fd,104e035b-2a33-49f3-90ac-0bda6e43575d,384127e2-7e0e-41b5-80c1-c47501e63813,o4-mini,completion,1945,2026-05-10T11:34:54+05:30
f1fc65e8-2dd9-4893-ae77-3aecae1eee80,288aeb09-2b5b-4c9d-a388-50bcfd4d45bc,651482b9-728a-4870-8a82-179072a2e820,7132b9f7-7dfc-469e-a35b-0cb2ba9c8507,gpt-4.1-mini,completion,5464,2026-06-10T23:51:51+05:30
f3822610-8f47-4d59-9d4a-c69e4959652c,16339690-0620-448c-8cd1-0475722b4e42,6f06ada6-928e-495c-9b38-dedfd9b668a4,3c943331-8a13-48cb-a2fa-a134919887ef,gpt-4.1-mini,prompt,14877,2025-08-24T08:40:22+05:30
cf856586-c90f-4fc6-a21a-879599af507d,8ba5a416-a776-4cef-a69c-f675609cb553,64402745-d110-4be3-a9ec-718146cf630d,13e0bafb-66c7-4ad2-b1fc-167f59c17bb3,gpt-4o-mini,embedding,9786,2026-02-13T09:22:51+05:30
47edd16e-427a-46a2-8eed-1b71655e72ca,9a7e9160-6852-4ad2-9305-1f3c96d43451,e15e5719-f6fa-42c1-9bfc-2f570da61778,3da16bb9-a34a-4ae8-8d48-967b68168a6a,gpt-4o-mini,rerank,116,2026-05-29T12:04:24+05:30
fe360aea-6bc8-4d7c-a633-098675523a73,98447dc4-4f5e-46ce-934f-b3ac73a2c4d6,e3d22713-9098-420d-81cd-732b263be67a,fc535c3d-4617-4934-8f62-ed8b1589c76b,gpt-4.1,completion,14149,2026-03-14T11:16:03+05:30
522b47f9-f4c2-4375-89dc-a1c431198a42,f2b31900-97aa-4d42-a5e7-f5cf67838751,0b2e1481-0696-4c8f-8105-9187a07e49fa,22b289ec-9778-43b3-9823-43b18e84b089,gpt-4o-mini,prompt,11640,2025-10-12T03:00:16+05:30
244b8ad7-12fd-4264-a5f5-a30e9377e157,fac1eb2e-9341-4ed6-9df6-ec82506e4f87,12cd9038-5611-4a99-ba09-40869cb8d750,4a686a44-0197-409e-be84-e8be454ddd47,gpt-4.1-mini,rerank,7829,2025-11-03T07:15:35+05:30
003740ca-eebf-4acb-aaa5-0b6a27c8c14b,1b6c7869-f587-4270-8bfa-c5aafafdae1a,6f7c7d42-3145-4bc0-80de-dbb58bcff9cf,4378f41d-dda5-480a-ab9d-7dab8dd270e8,gpt-4.1,prompt,13307,2026-03-17T10:47:06+05:30
1c007da4-4a46-4e8f-a0c8-368543c34801,99bc4ad7-1ed4-41f0-a2bc-cd1042935400,e7d3e492-eda4-42ae-a1f1-f1e5f72d53d3,079f4449-d9c9-402c-809f-2f5f5c718248,gpt-4.1,embedding,15803,2025-09-25T17:50:15+05:30
980325dd-4be9-4b35-91ee-d9eab04c7419,a530775a-d056-456b-9654-9b45f154d97f,d6c2fc1e-bfde-45e8-be36-1cf40ded902a,78ceb940-3a99-4537-a05f-5450d479db3e,gpt-4.1,rerank,8892,2025-11-30T07:25:18+05:30
a321ed0e-d46d-408d-969e-7b6077cc9bd2,24f43693-21c9-427e-a234-289d975f0d31,6f6a4a4f-260e-482b-bb2b-d00cf4c063fa,a7786ed7-2491-4ad7-9816-806f2ed03479,gpt-4o-mini,prompt,14836,2025-10-29T04:53:56+05:30
fa4d1f45-8df4-4c63-80b3-957eb5495571,d792be32-2faa-4106-9b7d-da5aa621bca2,e7152252-39e3-4495-bd9f-6c062e7d1977,dff62131-e8ba-4040-aae0-6cf651677455,o4-mini,prompt,12123,2025-07-09T03:25:28+05:30
dffb4bde-055c-4440-8eec-d49d8bc98d96,947fb00c-ccb5-43b8-ba6e-500c7f1f086e,ef1ac2af-1fa1-47a1-baa3-c97d7dbf842c,0b318925-22c1-427c-941e-64f85e3cf9a0,claude-3.5-sonnet,embedding,13073,2026-04-10T12:17:56+05:30
b9bf8615-e211-475a-9745-d5c76559eef0,db994e4e-a21c-4240-b910-96ac5a0ca6a0,97e0787c-f631-4200-9809-17d81c9b194c,26d592a8-6eca-47af-b9ca-1bec99d49587,gpt-4.1-mini,rerank,9301,2025-06-24T13:21:36+05:30
7c34f0ea-5bc8-4131-9615-648cfe1942fc,2351e621-4e9a-4968-8b28-fbb72f4b7125,b3753879-5c4b-4e29-8f5b-2dcb7ef9322c,365a911b-656f-4b0e-bdbb-dfd2839de6fc,gpt-4.1-mini,prompt,15686,2025-07-03T05:43:34+05:30
fb21c651-3385-4a06-b6ad-bbd586b45aaa,5b685d7f-81cf-44a7-8be8-ebe866b7678e,c1f24c37-9aad-4fce-904d-c4e196ee8dc7,5a9a5dcd-6859-4b2c-92f8-66c210308cb5,gpt-4.1,completion,9627,2026-02-07T05:34:29+05:30
f0b4c530-2a8e-41e3-a16b-62341013dfd1,a88009c2-f02d-462a-a4a6-01bc9b457340,0c3eda00-6f6d-4d20-9cd9-023ba715a2f5,65a3d836-aa90-407a-a0a9-7caca08b8532,gpt-4o-mini,prompt,2572,2025-12-10T10:11:52+05:30
7153a780-6b96-4aba-b979-adfeb390fc28,69678b10-d0ef-443a-b091-57889f343ad3,f617f4dd-0144-432f-b796-5414fd93994e,65871a91-2358-43c4-b267-a8ce542a4d11,gpt-4.1-mini,completion,14159,2026-04-09T02:06:56+05:30
165b9d9f-1c8b-491f-9ebe-78cd7b10d5c2,092d79cb-381f-4aa5-a254-191266c8b22d,c2bfc45a-3034-44d7-bc97-9e56283a57fe,1e2eae29-54a0-4e57-87ff-d32a88552899,gpt-4.1-mini,embedding,2063,2026-06-16T12:46:26+05:30
ad9453d7-abe9-4094-a0f0-b7832ab71e50,511c5e77-0ec0-4bd2-b413-896ae3680b56,308583a2-3e77-45e9-b860-e7ce7d135bc7,8e08d898-d676-4b1b-add5-8d947634a878,gpt-4o-mini,rerank,936,2026-02-03T19:58:58+05:30
13736368-7d6c-47a6-aa0d-8b8486a5494d,df266e7e-4401-4c28-aa32-4d6995e36079,2ef2dd46-810c-4526-a1cc-528e3c5e568f,496114f6-5120-4ab2-a6f6-9e26ccb6dc1a,gpt-4.1,completion,10733,2025-07-15T10:28:51+05:30
691e2596-b776-4ec6-b7e8-fac25981ca08,11407c5e-e522-448c-a59a-c22b0ca8d517,a021a762-9753-4bd4-acb3-b5c094694025,22cc2d9e-da30-45cb-b691-1f85cf9834b0,gpt-4.1-mini,prompt,2644,2026-05-24T05:14:44+05:30
a55717c1-2704-4886-9ed4-20444f64936d,665bb918-09a2-46a5-ac80-fd51bd715231,8d2aee3d-174d-42c9-ac33-036e0fe7f217,944b0c5f-5cb3-4eb2-9f13-cff0b0f86144,claude-3.5-sonnet,rerank,14718,2025-06-25T09:48:13+05:30
71c4c719-b7bf-401f-ba1a-667b608ec644,e0dc6e4a-471b-4a6a-871a-f6f11116c9e7,08ae8c2c-77a9-4968-b983-fb9e7f492d0b,ba175247-78ea-48ec-9aa7-64732d353764,gpt-4o-mini,completion,4687,2026-01-20T05:29:06+05:30
44e71bf0-9145-455c-ac4b-cfeb4d49c6dd,4ee537ee-6c2a-43d3-99a2-54927792d7f3,8b46175a-612c-4876-b8a4-0f5cb493f4aa,0e99a435-1b5b-49a1-ac59-c42437aea5e8,claude-3.5-sonnet,prompt,15999,2025-10-22T12:16:08+05:30
bf61c5aa-9fb3-46c5-909e-b3cdd1880e52,fad4fb8f-3be8-4543-a45e-72c2f0fcf609,8808cbf3-be04-49d7-8289-4f1d64cd39af,e190cfc9-f124-423f-9b81-40841f47eb07,gpt-4.1-mini,completion,12795,2026-01-22T03:34:51+05:30
2a7b5b0f-e8b4-42cd-ab88-ee56f0b91a40,c25ff413-5831-4314-bb7b-c087cb4cf459,8c3e8e17-1fe9-4e9b-9c4d-910a71145d19,d83c45ba-9ae6-4d24-9653-b5d0d992d8e4,gpt-4.1-mini,embedding,5121,2026-01-17T06:53:01+05:30
e119a9a9-d3e4-4c84-bf0f-238d2be338c0,deeb89a5-8cca-4b88-bd0f-7a0ce40f7c30,29b594bb-f9db-4a82-85fb-83f3bf90f990,00052d1a-041e-4e56-8d66-55f6623024bb,gpt-4.1-mini,prompt,8752,2026-04-07T07:21:51+05:30
1c24881f-2445-4796-a7ba-e41da4890727,9ed873fe-f83c-47ef-8b29-7c9b32df7601,29cb5d26-26da-40c5-9d61-f95237aa8a21,32b0665d-22ee-4407-913b-8b013677364f,gpt-4.1,embedding,8948,2025-11-10T02:27:17+05:30
35a4c3e5-8991-45ac-8a31-cd1570048016,de6ed6da-c8c5-45e0-b41b-7c714de23eec,eac61353-7126-468e-8047-c1d9390f1f5e,c5919b74-cee7-4f56-9fab-33d8e758380f,claude-3.5-sonnet,completion,12947,2025-11-06T07:57:06+05:30
05ca1e3c-47e5-42e5-bb4d-7b28bec21a07,0b37327b-df0c-456b-b52e-a28208016332,42d333cc-0e03-430b-9709-e8239aa69d39,8b61c7ba-89b7-4ba6-a915-fbe5efdb1201,gpt-4.1,prompt,6058,2026-01-20T07:15:23+05:30
c1b7d6f4-f9f0-4c8f-ad7a-b1376f3dcf59,4efa036f-2a72-4941-87a5-8d50aa124422,d729e844-9536-469d-bb17-5479324c1dd9,d17f0889-22ef-4faf-a724-e41a50c920cb,gpt-4.1,completion,4039,2026-04-01T11:23:41+05:30
b2fd114c-780a-4f5c-85e8-202c40df3326,19714ce8-7040-426b-81cf-666e2330b15d,27213ff8-f215-4172-8dcb-8ff279b6c464,39e45166-4f55-4848-8ca0-b087f9f255b6,claude-3.5-sonnet,prompt,8630,2026-02-12T14:27:55+05:30
a8f06bd4-82fd-4e1c-8302-3c9388a37d26,85cc3185-4695-4b60-89b5-be9f4ac9c6b2,bb9138be-3954-4b2e-b82b-acbd6f56ee7a,aeb33afe-6c33-497f-97ac-12c72a0c4ed4,o4-mini,embedding,2573,2026-03-20T08:23:13+05:30
e04ab836-984a-47c1-b275-6f19f892ccc9,627eb100-f8e0-4861-a52a-1848022d5289,2cef91a3-0c79-4554-9774-8d03a8018e5c,4ca3bea8-71bf-4073-9e9f-af99e6c985d1,gpt-4.1-mini,completion,221,2026-01-26T20:17:07+05:30
1a03b80b-f48c-4f46-ba1e-542517253958,af71c542-d7c3-48b3-9dde-a2d690d01305,e7558ab4-7bf1-4152-8eaf-760ddaf8359a,1b8b3a24-2f09-4ad8-abbe-31247df6ca6d,gpt-4.1-mini,completion,13404,2025-10-08T04:49:19+05:30
c3f94f2c-da11-4119-911f-8fe5d52297ac,48caa396-8604-400b-aa69-b9d6699b83ab,65d781f8-c8f9-49a6-8dbf-f0cac180b927,6eb79bb4-dac3-4323-9768-128a32212f45,gpt-4.1,rerank,13628,2025-08-18T07:35:51+05:30
59c5c9b2-2be1-465a-ad66-57a6a72d32f1,f02a4690-84a6-44d2-b3bd-2beab8f883fa,cec4c57c-597e-4a5a-823d-4799cf549e3b,2c095573-b24a-4833-879b-a493be09e62f,gpt-4o-mini,completion,11880,2026-04-15T06:15:02+05:30
7d23cf60-bdce-4b3d-b8c8-a7a77491753c,c94a59c7-5ee8-430c-b376-72dd9d075332,5bedb312-83d8-4dc4-93dd-8d3f4e20067d,ad839acf-97fc-4f81-b7a1-a1b732a20069,gpt-4.1-mini,rerank,9622,2026-02-03T08:25:54+05:30
a8231802-768f-4456-8623-e729f7b3480c,904aa459-60f8-47cc-8a9e-dfcac8af89e6,eece887f-7148-4c3f-9260-d0059669466d,88367fc8-27a5-4e3e-942a-7bc411d8423d,claude-3.5-sonnet,rerank,3257,2026-04-15T03:07:24+05:30
defd84e7-ad0a-471b-ba8f-0919f9c6a6f1,fbc0eb9a-a039-456f-9386-1aa191f87418,55d60617-d2a7-4966-8f10-a8f77191ff56,712ab555-2676-4483-865f-5c3162d498c4,o4-mini,rerank,3091,2025-07-22T23:39:16+05:30
313d83a0-0a1c-4760-a443-9863b2c5fa40,f13c998a-759c-4376-874b-5befdb40885e,d01b5fa4-7410-44db-b703-5662c5bf1df5,83dff18c-703c-435c-a1b6-03ef91333602,claude-3.5-sonnet,prompt,12013,2025-10-15T05:02:05+05:30
e8f968ff-1dfe-44d0-96bc-fd3751f8a0b7,8807a7bc-5b81-4c53-85ae-2714696989f8,9f9f7fdc-1fdf-44d1-9ac2-e9ebc980171b,0029f839-4e84-4d12-b5be-e9437e54d489,o4-mini,completion,12238,2025-08-14T11:30:58+05:30
4a05f2fe-cef3-4fa3-a48b-d5e488a3d5c8,d9b9dc7a-f06d-4c30-a32f-cd37bb5ef009,8a8c2fc9-651a-4610-babf-44753361779e,80a10bf3-2316-43c7-8e46-5376942cf2f3,gpt-4.1-mini,prompt,8558,2026-01-09T06:45:49+05:30
29971a3c-faeb-4f58-822b-d2ec6503ecdb,3f24dc6d-c19d-4428-be1b-fc1de34b9f38,6357e24d-4b20-4c8d-9d55-9e4417d6dea6,68c25fef-329d-4667-b966-c426655f2d73,o4-mini,completion,13877,2026-02-19T10:14:59+05:30
dc085926-6346-4a1d-8003-46e5ee265333,d38a808b-80b3-4cd0-91b0-cbf048a1f274,ec8ddeb8-2b68-493e-afee-ee6d53033db6,463ecf43-927d-4598-be55-de9a79fddcfa,o4-mini,completion,814,2025-12-19T07:29:37+05:30
b63afd84-6e5d-4294-9bc8-59146f991618,156edf4a-4455-4a56-ba33-c6b867def159,5c7d19ee-bb6e-4782-964d-6965f02a87fa,e49a5b64-c573-471c-961c-0aa39f111763,gpt-4.1-mini,rerank,1692,2025-08-17T16:36:36+05:30
e5e274bf-4f86-4134-beb2-91620934d3e5,de9fd577-9b61-4d3e-bb88-104c5896e56d,c6452f58-b64a-4c6d-b5cd-93d69c5f2e1f,1b215871-9874-4a42-a908-9edd23158bf9,gpt-4.1-mini,rerank,11237,2026-01-16T12:47:01+05:30
d809839c-e264-49f4-aa55-656a6262f14f,29a06527-ce4e-42ef-a5c0-7f06f1b84152,2d9af121-7366-4d8f-990a-8866be119c48,85a4a550-34d9-4dd1-9914-6a7208c2bda4,gpt-4o-mini,rerank,10575,2025-07-07T08:54:30+05:30
dd72bca2-c8fd-4ed2-9848-49b778d135e6,94999730-bd47-409c-8306-0a3858897fb4,6f3822bb-b287-4faa-b1b2-63a550c3027a,8c7c37ed-a4b0-49b4-ac37-64ad2f0fdb5e,gpt-4.1-mini,completion,9566,2026-01-09T23:21:41+05:30
1b849bfe-ae5a-484f-8d58-913d5582ad8e,1b099ba2-2a72-480f-97b9-121a75d5ab0a,4b3d0f98-f88d-4837-b330-a0390ce67eb9,df389e68-39d3-45c8-9ed4-de683b57a2cd,gpt-4.1,prompt,401,2025-11-16T14:54:51+05:30
2ba184a0-61d6-4474-aec1-f631032179c1,c644eef6-5d0f-406a-97a5-d2e4ba413b6b,c02410b0-cb7a-4a04-be0d-339057b98d5b,b22a1e20-dce4-44a6-8208-55ecca9a7808,o4-mini,completion,4036,2025-10-16T18:12:00+05:30
